etd_id_absence,etd_id_etudiant,etd_id_module,etd_date_absence,etd_type_seance,etd_justifiee,etd_duree_heures
3352,384,65,2025-03-14,TP,Non,1.5
3357,384,57,2023-05-02,TD,Oui,1.5
3358,384,58,2022-02-16,Cours,Non,1.5
3359,385,182,2023-01-04,TD,Non,1.5
8571,385,182,2023-07-27,TP,Non,1.5
3362,385,176,2024-06-07,Cours,Non,1.5
6731,385,182,2024-01-01,Cours,Non,1.5
3373,195,189,2023-10-05,TD,Oui,1.5
3374,195,192,2024-07-28,TD,Non,1.5
3375,195,197,2025-06-25,Cours,Non,1.5
3376,195,192,2023-10-02,TP,Non,1.5
3378,387,159,2025-03-31,TP,Oui,1.5
3381,387,156,2025-11-09,TD,Non,1.5
3382,387,161,2024-01-22,TP,Non,1.5
4008,387,158,2023-12-11,TD,Non,1.5
3386,387,157,2022-02-02,TD,Non,-1.5
3387,387,154,2023-10-06,Cours,Oui,1.5
3388,387,154,2022-04-30,TP,Non,1.5
7028,387,158,2024-07-14,Cours,Oui,1.5
3394,387,156,2023-12-06,TP,Oui,1.5
4245,41,32,2022-10-29,Cours,Non,1.5
3401,41,37,2023-12-27,Cours,Non,1.5
3405,41,38,2022-01-26,TP,Oui,1.5
3406,41,39,2025-12-16,TD,Non,1.5
3410,41,40,2025-09-06,TD,Non,1.5
3411,41,29,2022-07-26,TP,Oui,1.5
3415,196,156,2023-12-04,TD,Non,1.5
7661,196,159,2022-07-18,Cours,Non,-1.5
3417,196,155,2023-05-16,Cours,Oui,1.5
3418,196,153,2025-12-26,TP,Oui,-1.5
3420,196,158,2025-10-03,TD,Non,1.5
3421,196,157,2025-09-24,TP,Oui,1.5
3422,196,160,2024-02-08,TP,Oui,1.5
7274,196,156,2022-03-01,TP,Non,1.5
3425,196,153,2022-08-15,TD,Non,1.5
3430,390,187,2022-04-28,Cours,Non,1.5
3431,390,196,2022-04-21,Cours,Oui,1.5
1775,197,9,2024-02-03,Cours,Oui,1.5
3434,392,73,2025-09-28,TD,Oui,1.5
3435,392,68,2024-08-05,TP,Non,1.5
3437,392,70,2023-12-28,TD,Non,1.5
6884,392,66,2023-05-24,Cours,Non,1.5
3440,392,62,2022-02-28,TP,Non,1.5
3442,392,60,2022-10-09,TP,Oui,-1.5
724,392,60,2024-07-30,TP,Non,1.5
3446,199,92,2022-12-20,TP,Oui,1.5
3449,394,31,2023-07-30,TP,Non,1.5
3451,394,26,2025-02-21,TD,Non,1.5
3452,394,47,2024-08-04,TP,Oui,1.5
3513,201,86,2023-04-23,TD,Oui,1.5
8529,201,91,2024-04-20,TP,Non,1.5
4019,201,81,2024-12-30,Cours,Oui,1.5
3462,398,116,2025-02-22,TD,Oui,1.5
3468,415,86,2023-05-23,TD,Non,1.5
4302,415,92,2023-03-20,TD,Non,1.5
3470,415,92,2023-02-17,TD,Non,1.5
3475,415,77,2022-11-28,TD,Non,1.5
518,415,87,2022-01-16,TD,Non,1.5
5843,415,87,2023-10-16,TP,Oui,1.5
3478,415,86,2024-07-19,TD,Non,1.5
3480,415,85,2024-03-08,TD,Non,1.5
3482,415,80,2023-01-18,Cours,Non,1.5
3483,415,95,2024-02-09,TP,Oui,1.5
5474,482,38,2024-11-19,TD,Oui,1.5
3487,482,39,2024-10-03,TD,Non,1.5
5478,482,32,2025-04-08,Cours,Oui,1.5
3494,402,2,2022-05-03,TP,Oui,1.5
3495,402,12,2024-04-16,Cours,Non,1.5
3496,402,4,2024-12-08,TD,Non,1.5
3498,402,22,2024-06-18,TP,Oui,-1.5
3499,402,15,2025-01-26,TP,Non,1.5
3500,402,2,2024-12-21,TD,Oui,1.5
3504,205,179,2024-03-28,Cours,Oui,1.5
3507,206,128,2022-03-05,TD,Oui,1.5
1788,206,135,2024-07-31,TP,Non,1.5
3516,405,94,2023-02-13,TP,Oui,1.5
3519,406,40,2024-11-06,TD,Non,1.5
3521,406,30,2022-12-10,TP,Non,1.5
3526,407,10,2023-04-27,Cours,Oui,1.5
3529,407,12,2022-07-14,Cours,Non,1.5
3530,407,15,2022-09-25,TD,Oui,1.5
3534,407,5,2022-07-01,Cours,Oui,1.5
3535,407,23,2025-05-12,Cours,Non,1.5
3538,407,13,2024-08-13,Cours,Non,-1.5
3539,407,14,2023-11-29,TP,Non,1.5
3541,408,45,2023-05-17,TP,Oui,1.5
6613,408,42,2025-06-19,TP,Oui,1.5
3543,408,43,2022-09-08,Cours,Non,1.5
7042,408,42,2023-04-14,Cours,Non,1.5
3547,408,35,2025-08-14,Cours,Oui,1.5
3548,408,41,2023-01-03,TD,Oui,1.5
3054,208,133,2024-06-19,TD,Non,1.5
3553,208,135,2023-04-10,Cours,Non,1.5
3554,26,73,2025-06-28,TP,Non,1.5
3555,26,69,2024-03-23,TD,Non,1.5
3557,26,53,2024-01-28,Cours,Oui,1.5
3558,26,54,2025-09-12,TD,Oui,1.5
3560,26,59,2024-02-05,TD,Non,1.5
1699,26,71,2022-08-21,Cours,Non,1.5
3564,412,142,2025-06-23,Cours,Non,1.5
2785,412,138,2022-04-19,TD,Non,1.5
4213,412,135,2024-09-23,TD,Non,1.5
3569,412,142,2025-07-05,Cours,Oui,1.5
3570,412,126,2022-10-11,TD,Oui,1.5
3572,412,145,2025-02-28,Cours,Non,1.5
7289,412,126,2022-01-19,Cours,Non,1.5
4979,412,130,2022-03-28,TD,Non,-1.5
3577,412,146,2022-07-19,Cours,Oui,1.5
3578,209,202,2025-05-15,Cours,Non,1.5
6328,209,201,2025-08-09,TD,Non,1.5
3585,209,208,2024-06-19,Cours,Oui,1.5
3588,210,194,2022-11-17,TP,Oui,1.5
3589,210,196,2024-07-20,Cours,Oui,1.5
1065,210,188,2025-05-23,TD,Oui,1.5
3593,415,83,2025-02-13,Cours,Non,1.5
3594,415,80,2022-10-09,TP,Oui,-1.5
7856,415,79,2023-04-09,TD,Non,1.5
1702,415,79,2022-05-02,TD,Oui,1.5
3601,415,78,2025-03-27,TP,Oui,1.5
3602,415,79,2025-03-12,Cours,Non,1.5
3604,415,90,2025-10-21,Cours,Non,1.5
3605,415,76,2025-03-18,TD,Oui,1.5
6328,211,39,2025-09-14,Cours,Non,-1.5
3609,211,44,2023-10-25,TP,Non,1.5
1932,211,35,2025-05-17,Cours,Non,1.5
3613,211,48,2024-07-19,Cours,Non,1.5
3614,211,43,2023-04-17,Cours,Non,1.5
318,211,33,2025-06-03,TD,Oui,1.5
6156,211,45,2024-09-13,TD,Oui,1.5
3619,211,33,2022-05-21,Cours,Non,1.5
3620,211,30,2024-08-27,Cours,Oui,1.5
1280,418,54,2023-09-02,TD,Non,1.5
3626,418,63,2024-06-27,TD,Non,1.5
1722,418,54,2024-01-20,TP,Non,-1.5
6711,418,72,2024-07-07,TD,Non,-1.5
952,418,54,2025-04-21,TD,Oui,-1.5
3633,418,51,2025-05-13,TP,Non,1.5
3634,418,54,2022-11-13,TP,Non,1.5
3635,418,70,2024-03-22,TD,Oui,1.5
3638,418,64,2023-08-28,TP,Oui,1.5
7330,418,66,2024-10-06,Cours,Oui,1.5
6799,418,64,2022-10-07,TD,Non,1.5
3642,418,72,2023-05-14,Cours,Oui,1.5
3643,164,126,2022-05-24,TP,Non,1.5
3644,164,137,2025-07-09,Cours,Non,-1.5
3651,212,196,2025-10-03,Cours,Non,1.5
1621,212,191,2023-06-10,TP,Non,-17.0
3655,212,194,2022-10-13,TP,Oui,1.5
3657,212,192,2025-06-24,Cours,Non,1.5
3659,421,165,2025-05-28,Cours,Non,1.5
3661,421,172,2022-03-18,TD,Oui,-1.5
3671,422,105,2023-12-30,TD,Oui,-1.5
3672,422,106,2024-03-19,TD,Oui,1.5
3674,422,109,2022-07-11,TD,Non,-1.5
3675,422,121,2022-12-21,TP,Non,1.5
3676,423,35,2023-11-30,Cours,Non,1.5
4582,423,46,2022-10-06,TP,Non,1.5
3678,423,39,2025-08-12,TP,Oui,1.5
7517,423,27,2023-04-24,TD,Oui,1.5
3680,423,48,2024-04-10,TP,Oui,1.5
1552,423,37,2022-03-14,TP,Non,1.5
3684,423,31,2025-04-21,TP,Non,-47.0
3685,423,46,2025-04-04,Cours,Oui,-1.5
1104,423,27,2024-12-27,Cours,Oui,1.5
2647,424,98,2022-03-23,TD,Oui,-15.0
3703,424,87,2024-07-22,TD,Non,1.5
3704,424,87,2022-05-19,Cours,Oui,1.5
3706,424,98,2024-02-19,Cours,Non,1.5
7903,424,91,2025-12-14,TP,Oui,1.5
1085,424,82,2022-05-22,Cours,Oui,1.5
3711,425,133,2024-07-15,TP,Oui,1.5
3718,426,1,2024-08-09,Cours,Oui,1.5
3719,396,31,2023-05-01,TP,Non,1.5
3720,396,30,2025-11-10,TP,Oui,1.5
3721,396,32,2022-01-21,TP,Non,1.5
8849,396,40,2023-06-05,Cours,Oui,1.5
3724,396,41,2023-11-22,TP,Non,1.5
3725,396,33,2024-03-27,TD,Non,1.5
3731,396,35,2024-10-18,TD,Oui,1.5
3737,219,204,2023-04-28,TP,Non,1.5
231,219,208,2024-07-28,Cours,Oui,1.5
3742,219,205,2025-10-24,Cours,Oui,1.5
3744,219,209,2022-05-11,TD,Oui,1.5
3749,430,90,2025-04-04,TD,Oui,1.5
3750,430,94,2022-01-24,TD,Non,1.5
3758,430,94,2023-03-04,TP,Oui,1.5
920,430,88,2022-05-31,TP,Oui,1.5
3760,430,79,2024-01-23,TD,Oui,1.5
3763,431,191,2022-11-04,Cours,Oui,1.5
3764,431,188,2024-07-23,Cours,Non,1.5
3904,431,190,2024-03-02,TD,Non,1.5
3768,431,189,2023-04-24,Cours,Non,1.5
797,431,187,2023-01-20,Cours,Non,1.5
3771,220,175,2022-12-16,TD,Oui,1.5
3772,220,177,2023-12-30,TP,Oui,-1.5
3159,221,160,2024-04-28,Cours,Oui,1.5
3776,221,161,2024-07-30,TP,Oui,1.5
3777,221,161,2023-08-18,TD,Oui,1.5
3778,221,159,2025-11-19,TP,Oui,1.5
3779,221,160,2022-01-17,Cours,Non,-1.5
1654,222,85,2025-01-27,Cours,Oui,1.5
3783,222,98,2022-12-20,Cours,Oui,1.5
3785,222,90,2025-02-28,Cours,Non,1.5
8076,222,79,2022-06-26,TD,Oui,1.5
3787,222,83,2024-12-05,TP,Non,1.5
3790,223,203,2023-10-14,Cours,Non,1.5
3796,223,206,2022-08-17,TP,Non,1.5
3797,223,208,2025-11-25,TP,Non,1.5
3799,223,203,2025-05-09,TP,Non,1.5
3136,223,202,2024-01-27,TP,Non,1.5
3802,223,201,2024-06-16,TD,Oui,1.5
3803,223,204,2023-02-12,Cours,Non,1.5
3804,436,197,2022-12-25,Cours,Oui,1.5
3805,436,187,2024-04-17,TP,Oui,1.5
3807,436,187,2024-12-11,TP,Non,1.5
3808,16,172,2022-02-12,Cours,Oui,1.5
3809,225,43,2024-04-08,TP,Oui,1.5
3810,225,26,2022-11-27,TP,Non,1.5
3813,439,30,2024-04-18,TP,Oui,1.5
3814,439,41,2024-03-14,TP,Non,1.5
5820,226,183,2024-12-29,Cours,Non,1.5
2331,441,156,2024-02-27,Cours,Oui,1.5
3820,441,157,2024-01-22,TP,Oui,-1.5
3822,441,153,2023-03-24,Cours,Non,1.5
1220,441,155,2022-06-29,TD,Non,1.5
645,441,158,2024-12-28,TD,Non,1.5
3166,441,151,2025-05-30,TD,Non,1.5
6080,441,158,2022-09-11,TP,Non,1.5
7750,441,155,2023-06-15,TP,Oui,1.5
1738,227,95,2023-09-06,TD,Non,1.5
3839,227,77,2025-03-07,TP,Oui,1.5
3842,227,78,2024-05-25,TP,Oui,1.5
3843,227,83,2022-10-09,TD,Oui,1.5
3848,227,90,2025-02-06,TP,Non,1.5
6537,228,201,2025-12-04,Cours,Oui,1.5
3854,228,203,2025-12-26,TD,Non,1.5
3855,229,158,2024-03-17,TP,Oui,1.5
168,229,157,2023-10-07,TP,Non,-1.5
1228,229,154,2023-03-21,TP,Oui,1.5
3861,229,154,2025-10-19,TP,Oui,1.5
3862,229,155,2025-09-25,TD,Oui,-41.0
3863,229,156,2023-09-22,TP,Non,1.5
3865,229,159,2025-02-03,Cours,Oui,1.5
3866,229,157,2024-04-15,TP,Oui,1.5
3869,229,158,2024-07-22,TP,Non,1.5
3871,446,129,2022-06-24,Cours,Oui,1.5
3872,446,144,2023-11-03,TP,Non,1.5
8595,446,144,2025-07-08,Cours,Non,1.5
1769,446,139,2022-01-09,TP,Oui,1.5
3878,446,137,2024-07-06,TD,Oui,1.5
3881,446,144,2022-12-17,Cours,Oui,1.5
3882,446,131,2022-03-04,TD,Non,1.5
3883,446,130,2025-04-12,Cours,Non,1.5
3884,446,141,2024-09-05,TP,Oui,1.5
3885,446,147,2024-09-04,TD,Non,1.5
3886,446,141,2022-04-05,TD,Non,1.5
3887,447,89,2024-12-18,Cours,Non,1.5
3888,232,76,2024-02-26,Cours,Non,1.5
3891,232,84,2022-07-24,TP,Oui,1.5
5860,232,86,2025-04-23,Cours,Oui,1.5
3900,233,176,2024-05-20,Cours,Non,1.5
435,233,178,2022-05-10,TD,Oui,1.5
3905,233,179,2025-06-13,TD,Oui,-1.5
3906,233,184,2022-07-23,TP,Non,1.5
3908,233,178,2024-11-22,Cours,Non,1.5
3909,233,185,2024-07-27,TP,Non,1.5
3911,451,118,2023-03-29,TD,Non,1.5
3916,235,155,2022-11-24,TD,Oui,1.5
3917,235,161,2024-01-30,TD,Oui,1.5
3919,235,153,2025-09-05,TP,Oui,1.5
3920,235,155,2023-08-25,TD,Non,-1.5
5724,235,159,2023-03-01,Cours,Oui,1.5
2719,235,152,2023-07-14,TP,Oui,-1.5
3925,235,158,2024-08-18,Cours,Non,1.5
3782,235,160,2022-07-12,Cours,Non,1.5
3927,235,154,2023-09-15,Cours,Oui,1.5
3928,454,31,2025-12-28,TP,Non,1.5
3934,455,88,2022-02-20,TD,Non,1.5
3935,455,79,2025-01-24,Cours,Oui,1.5
3941,455,83,2024-06-02,Cours,Non,1.5
3943,455,89,2025-08-24,Cours,Oui,-1.5
5491,455,79,2023-05-14,TD,Oui,1.5
3946,455,93,2024-04-21,TD,Oui,-1.5
3947,455,85,2023-07-15,TD,Non,1.5
3948,455,80,2025-02-09,TP,Non,1.5
3949,455,97,2025-12-28,TP,Non,1.5
1029,455,93,2024-08-12,Cours,Non,1.5
3956,456,204,2023-04-16,TD,Oui,1.5
3958,457,76,2025-08-14,TP,Oui,1.5
3960,457,83,2023-10-29,Cours,Oui,1.5
3961,457,78,2023-03-17,TD,Oui,1.5
3962,457,80,2023-09-10,TP,Non,1.5
3963,457,95,2025-05-28,TP,Oui,1.5
3965,457,97,2024-04-15,TD,Non,1.5
3967,457,94,2025-09-04,TD,Oui,1.5
3968,457,77,2024-03-01,TP,Oui,1.5
1,457,80,2025-08-07,TP,Oui,1.5
3909,457,92,2024-09-13,Cours,Oui,1.5
3974,458,78,2024-04-28,TP,Oui,1.5
3977,458,87,2024-10-19,TP,Non,-1.5
3980,458,88,2025-02-03,TD,Oui,1.5
3981,239,154,2024-10-15,TD,Oui,1.5
3985,239,156,2023-09-14,Cours,Non,1.5
3962,239,160,2023-07-12,TP,Non,1.5
3989,239,160,2023-03-28,TD,Oui,1.5
3991,239,154,2022-07-31,TP,Oui,1.5
3992,239,153,2022-05-27,TP,Oui,1.5
3995,460,188,2024-10-19,TP,Non,1.5
3997,460,187,2024-09-12,Cours,Oui,1.5
4000,460,188,2024-10-24,TP,Non,1.5
4001,460,188,2024-12-17,TD,Oui,1.5
4002,461,165,2024-10-17,TP,Oui,1.5
4004,461,163,2022-04-13,TD,Non,1.5
5144,461,169,2025-09-18,TD,Oui,1.5
4007,461,165,2023-08-20,Cours,Oui,1.5
4009,462,175,2025-03-14,Cours,Oui,-1.5
4010,462,176,2024-04-07,Cours,Oui,1.5
4011,462,179,2023-12-11,Cours,Oui,1.5
4012,462,184,2025-04-02,TD,Non,1.5
5843,462,180,2023-04-24,TP,Oui,1.5
4015,462,180,2025-07-27,TD,Non,-36.0
4017,462,175,2025-08-30,Cours,Oui,1.5
4021,462,181,2024-02-26,TD,Non,1.5
12,240,157,2024-05-06,Cours,Non,-1.5
4025,240,152,2024-11-04,TD,Non,1.5
4026,240,157,2023-12-11,Cours,Oui,-1.5
4027,240,155,2023-03-10,TD,Non,1.5
5675,240,159,2022-10-06,Cours,Non,1.5
8398,464,179,2025-09-19,TD,Non,1.5
4036,464,182,2024-08-23,TD,Non,1.5
4640,464,181,2022-11-01,Cours,Oui,1.5
4039,464,182,2024-08-30,TP,Non,1.5
4042,464,184,2022-05-30,TP,Oui,1.5
4043,464,177,2022-04-21,TP,Oui,1.5
4045,464,185,2024-01-30,TP,Non,-1.5
7389,465,70,2025-01-18,Cours,Oui,1.5
4049,465,69,2024-10-22,Cours,Non,1.5
4050,466,164,2024-06-07,TD,Non,1.5
4051,466,169,2024-10-28,TP,Oui,1.5
3909,468,183,2022-05-21,TD,Oui,1.5
4061,468,175,2022-12-25,TD,Oui,1.5
516,468,175,2023-09-20,TD,Non,1.5
4066,468,177,2025-04-21,TD,Non,1.5
4023,468,180,2025-07-12,TD,Oui,1.5
4069,468,184,2025-12-16,TP,Non,1.5
4075,470,117,2023-12-22,Cours,Non,1.5
298,470,105,2025-03-21,TP,Non,1.5
4080,470,108,2023-01-23,TD,Non,1.5
4082,470,122,2025-05-26,TP,Non,1.5
4083,470,106,2024-09-14,TD,Non,1.5
4084,470,115,2022-08-11,TP,Non,1.5
4085,470,120,2024-02-11,Cours,Oui,1.5
4088,470,109,2024-05-30,TP,Non,1.5
4089,470,110,2025-02-22,TP,Non,1.5
4091,470,102,2025-10-20,TP,Oui,1.5
4092,470,115,2022-12-21,TP,Non,1.5
4094,244,192,2023-09-07,TD,Oui,1.5
4097,473,159,2022-09-06,Cours,Oui,-1.5
4098,473,154,2024-09-21,TP,Non,1.5
4101,473,159,2025-11-24,TP,Oui,1.5
4102,473,153,2022-05-03,TP,Oui,1.5
8508,473,160,2022-02-04,TP,Oui,1.5
4104,473,158,2023-12-08,TP,Non,1.5
4105,473,151,2022-12-23,TP,Non,1.5
4107,473,158,2022-06-01,TD,Non,1.5
4250,465,187,2022-07-29,Cours,Non,1.5
4109,465,190,2025-09-10,TD,Non,1.5
5500,465,189,2023-06-30,TP,Non,1.5
4112,465,190,2024-05-17,Cours,Non,1.5
4113,465,188,2025-07-20,TD,Oui,1.5
8471,465,194,2022-12-15,TD,Oui,1.5
4115,465,191,2025-07-23,Cours,Oui,1.5
4117,465,188,2023-12-05,Cours,Non,1.5
4118,245,202,2025-11-19,TP,Non,1.5
4119,245,203,2024-09-11,TD,Oui,1.5
4122,245,203,2022-07-20,Cours,Non,1.5
4125,476,42,2024-06-29,TD,Non,1.5
4126,476,32,2022-11-24,Cours,Oui,1.5
4129,476,41,2022-09-11,TP,Non,1.5
4132,476,47,2023-10-18,Cours,Non,1.5
4135,269,191,2022-02-12,TD,Non,1.5
4136,269,191,2025-12-03,TD,Non,-1.5
1923,269,192,2023-02-23,TD,Oui,1.5
4138,269,188,2023-02-28,Cours,Oui,1.5
4139,269,189,2024-11-27,TP,Non,1.5
4040,269,193,2024-02-04,TP,Oui,1.5
4143,269,195,2025-01-05,TD,Non,1.5
4144,269,187,2025-09-16,TP,Oui,1.5
4146,269,194,2024-05-13,Cours,Oui,1.5
4147,269,197,2024-09-18,TP,Oui,1.5
2970,246,46,2022-07-25,Cours,Non,1.5
4150,246,41,2022-05-12,Cours,Non,-1.5
6865,246,27,2025-04-18,TD,Non,-1.5
4152,246,29,2023-08-12,TD,Oui,1.5
4156,246,26,2025-01-02,TP,Non,1.5
4159,479,184,2022-09-04,TD,Non,1.5
4161,479,175,2024-07-21,TP,Non,1.5
4163,479,179,2023-11-30,Cours,Oui,1.5
4165,248,190,2023-08-23,TP,Non,1.5
4166,248,197,2024-02-26,TP,Oui,1.5
4169,248,195,2023-03-27,Cours,Non,-1.5
4170,248,196,2023-04-15,TD,Non,1.5
5179,248,197,2025-03-16,TP,Non,1.5
4175,248,197,2024-01-16,TD,Non,1.5
4176,248,197,2023-03-03,TD,Non,1.5
4494,248,192,2023-12-31,TP,Oui,1.5
4179,248,189,2022-02-01,TP,Non,1.5
7383,248,197,2024-08-22,Cours,Oui,1.5
4181,248,194,2023-04-07,Cours,Non,1.5
4182,248,189,2022-06-22,Cours,Oui,1.5
4183,249,192,2024-04-28,TP,Oui,1.5
4185,249,191,2023-07-25,TD,Oui,-1.5
4187,249,190,2022-01-28,TD,Oui,1.5
4191,249,193,2025-09-08,TP,Oui,1.5
4192,249,193,2025-08-28,Cours,Oui,1.5
4193,482,189,2022-04-14,TD,Oui,1.5
4195,482,197,2022-04-23,Cours,Non,1.5
4197,482,188,2025-10-04,TP,Oui,1.5
4198,482,196,2025-08-25,TD,Oui,1.5
4199,482,194,2022-01-26,TP,Oui,1.5
7626,482,196,2023-10-03,Cours,Oui,1.5
5285,482,191,2024-03-10,TD,Non,1.5
4204,482,195,2023-01-05,TD,Non,1.5
4205,482,189,2025-05-09,TP,Non,1.5
753,482,197,2023-03-17,TP,Oui,1.5
4209,482,191,2022-02-08,TP,Non,1.5
4213,250,208,2024-02-16,Cours,Non,1.5
4215,250,205,2024-10-19,TD,Oui,1.5
4216,250,203,2023-07-09,TD,Oui,-1.5
4218,250,206,2023-06-15,Cours,Oui,1.5
4219,250,203,2024-07-06,TD,Non,1.5
4221,250,204,2025-03-18,Cours,Non,1.5
4222,485,130,2025-07-02,TP,Non,1.5
4223,485,138,2023-05-26,TD,Non,1.5
4224,485,141,2022-11-03,TD,Oui,1.5
5100,485,130,2025-08-20,Cours,Oui,1.5
4231,485,132,2025-12-25,Cours,Non,1.5
8269,485,135,2023-01-26,TP,Oui,1.5
4973,485,134,2024-11-15,Cours,Oui,1.5
4234,486,121,2022-07-23,Cours,Non,1.5
4235,486,117,2024-06-19,Cours,Non,-1.5
4239,487,195,2024-10-04,TD,Non,1.5
4247,198,168,2025-04-24,TP,Oui,1.5
8888,489,153,2024-12-10,TD,Non,1.5
4249,489,158,2024-12-05,TP,Non,1.5
4250,489,152,2022-02-20,TP,Non,1.5
4251,489,158,2022-10-13,TP,Non,1.5
4252,489,152,2023-04-19,Cours,Non,1.5
4253,489,161,2024-03-16,TD,Non,1.5
4254,489,160,2025-02-12,TP,Oui,1.5
34,489,153,2024-05-09,TD,Non,1.5
7934,489,160,2025-05-10,TP,Oui,1.5
4260,489,159,2024-06-12,TD,Non,1.5
4265,51,82,2025-05-16,TP,Oui,1.5
4267,51,77,2025-04-24,TP,Oui,1.5
4270,51,90,2025-03-29,TP,Oui,1.5
4273,51,97,2025-04-27,Cours,Oui,1.5
4274,51,87,2023-04-10,Cours,Non,1.5
6922,51,79,2022-05-06,TP,Oui,-1.5
4277,51,96,2023-12-23,TP,Oui,1.5
4278,491,158,2023-02-19,TP,Oui,1.5
4279,491,151,2025-08-23,TP,Oui,1.5
4280,491,158,2024-05-06,TD,Oui,1.5
4281,491,153,2024-10-14,TD,Oui,1.5
4282,491,156,2025-09-09,TD,Non,1.5
804,492,187,2023-01-16,TD,Oui,1.5
4286,492,188,2022-10-18,TD,Oui,1.5
4288,492,194,2022-02-23,TP,Non,-1.5
4291,493,29,2025-04-06,TP,Non,1.5
4293,494,53,2024-02-06,TP,Non,-30.0
4295,494,70,2023-10-28,TD,Oui,1.5
4296,494,53,2024-07-17,TD,Non,1.5
4299,494,69,2025-07-22,Cours,Non,1.5
5571,494,67,2024-10-03,Cours,Non,1.5
4301,494,67,2025-07-29,TP,Non,1.5
4302,494,59,2024-02-23,TD,Oui,1.5
1418,494,68,2025-03-08,TD,Oui,1.5
4174,489,168,2023-01-18,TP,Non,1.5
2470,489,171,2024-09-16,TD,Non,1.5
7885,489,166,2022-11-01,TD,Non,1.5
4315,489,166,2023-12-31,Cours,Non,1.5
7069,489,170,2022-06-23,TP,Oui,-1.5
8062,119,129,2025-10-01,Cours,Oui,1.5
4319,119,135,2024-04-02,Cours,Non,1.5
4322,119,131,2025-08-14,TD,Oui,1.5
4327,119,135,2025-12-06,TP,Oui,1.5
8790,119,129,2024-06-27,TP,Oui,1.5
4330,119,144,2022-09-30,TD,Non,1.5
6496,119,144,2024-04-22,Cours,Oui,1.5
4333,254,153,2022-03-31,TD,Oui,1.5
4264,254,153,2024-05-06,TP,Non,1.5
4337,254,156,2024-08-08,TP,Oui,1.5
7383,254,154,2022-08-29,TP,Oui,-1.5
195,500,171,2024-05-27,Cours,Oui,1.5
4346,500,164,2023-08-21,Cours,Oui,1.5
2434,500,173,2022-07-13,TD,Non,1.5
4348,500,166,2023-07-05,TP,Non,1.5
4350,501,16,2022-07-31,TD,Oui,1.5
4351,501,9,2022-05-18,Cours,Non,1.5
4357,501,15,2024-02-03,Cours,Non,1.5
6735,501,15,2025-07-29,TP,Non,1.5
6149,502,51,2022-04-29,TP,Oui,1.5
4361,502,68,2025-09-09,Cours,Oui,1.5
7069,502,66,2023-06-25,TP,Non,1.5
4364,424,181,2022-10-27,TD,Non,1.5
482,424,181,2022-07-16,TP,Oui,-1.5
4366,424,183,2023-06-03,TD,Non,-1.5
623,504,155,2024-08-11,TP,Non,1.5
4377,504,155,2024-09-07,TD,Oui,1.5
4379,504,152,2023-09-23,Cours,Oui,1.5
4380,504,155,2024-06-04,TD,Non,1.5
2264,504,153,2024-02-02,TP,Non,1.5
4386,257,101,2024-06-17,TD,Oui,1.5
1311,257,122,2023-02-05,TD,Oui,1.5
4392,257,122,2023-06-23,Cours,Non,-10.0
4394,257,111,2022-10-26,TD,Oui,1.5
4395,257,103,2023-05-31,Cours,Oui,-26.0
3374,257,122,2025-08-19,TP,Oui,-1.5
6409,258,168,2022-05-25,TD,Oui,1.5
4404,258,171,2022-09-20,Cours,Oui,1.5
4406,258,168,2023-07-23,TD,Non,-1.5
4416,507,98,2023-12-24,Cours,Non,1.5
4417,507,95,2023-08-20,Cours,Non,1.5
4418,507,96,2022-03-01,TP,Oui,1.5
4419,507,93,2023-03-17,TD,Oui,1.5
4551,507,91,2024-01-24,TD,Oui,1.5
4421,507,85,2024-01-19,Cours,Non,1.5
5750,507,81,2024-07-03,TD,Non,1.5
4425,507,78,2025-03-24,TD,Non,1.5
4429,508,137,2022-02-20,TD,Oui,-1.5
4430,508,142,2022-10-02,Cours,Oui,1.5
4433,509,164,2024-08-17,Cours,Non,1.5
4439,509,168,2025-12-31,TP,Oui,1.5
2778,509,169,2023-10-01,Cours,Non,1.5
4442,509,170,2023-07-15,TP,Oui,1.5
2667,509,165,2025-03-30,TP,Non,1.5
142,259,161,2023-03-05,TP,Non,1.5
4451,259,160,2024-03-31,TD,Oui,1.5
3863,259,156,2025-06-10,TP,Oui,1.5
4453,259,160,2023-09-18,Cours,Non,1.5
4455,260,180,2023-08-21,Cours,Non,1.5
4457,260,178,2023-06-09,TD,Non,1.5
4459,260,179,2024-05-30,TP,Oui,-1.5
5033,260,180,2024-12-22,TD,Oui,1.5
4462,260,178,2023-07-09,TD,Oui,1.5
4463,260,177,2023-12-02,TD,Non,1.5
4464,260,184,2022-08-31,Cours,Oui,1.5
4465,260,182,2022-02-10,TP,Non,-1.5
7683,260,180,2025-03-13,TD,Non,1.5
4468,260,175,2024-06-04,TD,Oui,1.5
8399,260,183,2023-10-26,TP,Non,-1.5
4474,512,168,2023-06-12,Cours,Oui,1.5
4479,262,192,2024-07-26,TP,Non,1.5
1766,262,189,2023-11-25,Cours,Oui,1.5
4481,262,189,2023-09-18,Cours,Oui,1.5
4482,262,188,2022-09-01,TD,Oui,1.5
4483,262,191,2024-10-30,TD,Oui,1.5
4488,262,188,2022-10-12,TP,Oui,1.5
4489,262,193,2024-07-02,TD,Non,1.5
4490,262,197,2025-05-19,TP,Non,1.5
