etd_id_note,etd_id_etudiant,etd_id_module,etd_id_enseignant,etd_annee_universitaire,etd_semestre,etd_type_examen,etd_note,etd_date_examen,etd_session
15100,763,58,8,2022-2023,2,Examen Final,10.93,2022-06-24,Normale
16409,763,64,18,2024-2025,3,CC,13.91,2024-07-15,Normale
16746,763,51,29,2022-2023,1,Examen Final,4.67,2022-07-14,Rattrapage
5943,763,62,24,2024-2025,2,Examen Final,7.19,2025-05-18,Normale
9749,763,54,23,2023-2024,1,Examen Final,8.47,2022-11-08,Normale
888,763,71,18,2024-2025,-4,TP,15.63,2022-07-02,Normale
11199,763,57,54,2024-2025,2,Examen Final,5.88,2024-12-05,Normale
16756,763,57,54,2024-2025,2,CC,10.77,2024-03-22,Normale
16761,763,65,46,2022-2023,-3,Examen Final,6.53,2024-12-06,Normale
450,763,65,46,2022-2023,3,CC,17.3,2024-10-16,Normale
11140,763,65,46,2022-2023,3,TP,8.56,2025-06-05,Normale
16767,763,72,46,2024-2025,-4,Examen Final,13.74,2023-06-16,Normale
10023,763,60,36,2022-2023,2,TP,7.71,2023-07-29,Normale
14246,763,60,36,2022-2023,2,Examen Final,11.95,2022-02-10,Normale
5302,763,63,54,2022-2023,3,CC,18.99,2022-06-02,Normale
16774,764,183,42,2024-2025,2,TP,17.08,2025-11-12,Normale
16775,764,183,42,2024-2025,2,CC,7.19,2022-09-20,Rattrapage
8520,764,184,17,2022-2023,2,CC,19.08,2022-06-02,Normale
7105,764,181,27,2024-2025,2,TP,12.13,2023-06-04,Normale
4721,764,182,52,2022-2023,2,CC,17.42,2024-06-06,Normale
16782,764,177,33,2022-2023,1,Examen Final,16.7,2025-12-10,Normale
16784,764,177,33,2022-2023,1,TP,11.31,2024-07-27,Normale
6413,764,176,17,2022-2023,-1,TP,9.68,2025-07-28,Normale
16787,764,176,17,2022-2023,1,Examen Final,18.05,2023-10-14,Normale
16790,764,175,27,2023-2024,1,TP,6.92,2025-02-06,Normale
10177,468,43,47,2023-2024,3,Examen Final,18.06,2024-07-28,Normale
16792,468,43,47,2023-2024,-3,CC,14.45,2023-03-11,Normale
14327,468,48,47,2022-2023,4,CC,6.43,2024-11-30,Normale
16795,468,48,47,2022-2023,4,Examen Final,6.54,2023-08-22,Rattrapage
16797,468,39,51,2024-2025,3,Examen Final,11.75,2024-04-20,Normale
16799,468,28,5,2024-2025,-1,CC,16.02,2024-12-27,Normale
16800,468,28,5,2024-2025,1,Examen Final,18.7,2025-10-24,Normale
16802,468,26,20,2022-2023,1,Examen Final,8.8,2025-07-19,Rattrapage
19036,468,27,5,2022-2023,-1,CC,19.11,2025-09-18,Normale
16805,468,27,5,2022-2023,1,Examen Final,12.2,2023-01-19,Normale
16806,468,36,20,2024-2025,2,TP,13.26,2025-06-07,Normale
16807,468,36,20,2024-2025,2,CC,18.46,2024-12-31,Normale
16808,468,36,20,2024-2025,2,Examen Final,20.0,2024-11-12,Normale
16809,468,35,34,2024-2025,2,CC,11.33,2024-07-03,Normale
16811,468,30,48,2024-2025,1,TP,18.24,2025-12-20,Normale
16813,468,44,47,2024-2025,4,Examen Final,13.61,2024-11-16,Normale
16814,468,44,47,2024-2025,4,TP,10.87,2022-05-05,Normale
6413,388,203,36,2022-2023,1,Examen Final,7.64,2025-09-03,Rattrapage
16819,388,201,49,2024-2025,1,TP,9.27,2022-12-13,Normale
16820,388,204,26,2023-2024,1,CC,13.16,2022-03-14,Normale
1060,388,209,36,2023-2024,2,TP,4.77,2023-05-17,Normale
16824,388,209,36,2023-2024,2,CC,4.64,2023-11-29,Rattrapage
16826,388,202,24,2024-2025,1,CC,18.79,2023-02-23,Normale
16827,388,199,49,2024-2025,1,Examen Final,18.38,2024-04-03,Normale
16828,388,208,36,2023-2024,2,CC,7.39,2022-11-23,Rattrapage
17215,388,206,23,2024-2025,2,TP,12.73,2024-01-08,Normale
16832,388,207,24,2022-2023,2,Examen Final,5.71,2023-02-19,Rattrapage
16833,388,207,24,2022-2023,-48,TP,9.34,2022-08-09,Rattrapage
16834,389,159,43,2022-2023,2,Examen Final,9.27,2025-01-13,Rattrapage
10517,389,156,38,2024-2025,1,CC,8.98,2024-09-26,Rattrapage
13477,389,156,38,2024-2025,1,TP,19.96,2022-05-02,Normale
16837,389,154,20,2024-2025,1,TP,7.46,2025-10-16,Rattrapage
18402,389,154,20,2024-2025,1,CC,14.11,2022-05-12,Normale
16840,389,161,14,2024-2025,2,CC,14.23,2022-05-26,Normale
16841,389,157,20,2022-2023,2,CC,16.31,2023-08-28,Normale
16843,389,152,34,2023-2024,1,Examen Final,5.57,2024-04-18,Normale
16844,389,160,49,2022-2023,2,TP,12.06,2023-07-11,Normale
16845,389,160,49,2022-2023,2,Examen Final,19.0,2023-08-01,Normale
16846,389,151,12,2023-2024,1,TP,7.87,2025-02-22,Rattrapage
16847,389,151,12,2023-2024,1,Examen Final,18.59,2024-12-19,Normale
16848,389,151,12,2023-2024,1,CC,14.31,2023-10-17,Normale
16850,389,153,20,2023-2024,1,TP,8.85,2024-10-20,Rattrapage
16852,389,155,51,2023-2024,1,CC,11.04,2023-12-09,Normale
16854,768,102,19,2023-2024,1,CC,8.06,2025-03-31,Normale
16855,768,121,46,2023-2024,4,TP,5.35,2024-12-13,Normale
17030,768,111,27,2024-2025,2,CC,8.93,2022-03-05,Rattrapage
16862,768,107,19,2022-2023,2,CC,17.65,2022-05-28,Normale
16864,768,115,35,2023-2024,3,CC,17.05,2024-04-02,Normale
16866,768,115,35,2023-2024,-3,Examen Final,9.22,2023-06-05,Rattrapage
16871,768,105,39,2024-2025,1,Examen Final,7.75,2022-08-11,Rattrapage
19165,768,120,13,2023-2024,-4,Examen Final,8.28,2022-07-01,Rattrapage
8731,769,135,13,2023-2024,2,CC,9.14,2022-08-30,Rattrapage
16881,769,127,21,2023-2024,1,Examen Final,14.32,2025-11-28,Normale
16882,769,127,21,2023-2024,1,CC,19.96,2024-01-13,Normale
3245,769,140,21,2023-2024,3,TP,9.76,2024-12-31,Rattrapage
16887,769,140,21,2023-2024,3,CC,13.12,2023-04-21,Normale
5271,769,129,41,2022-2023,1,CC,9.0,2022-12-16,Normale
4757,769,129,41,2022-2023,1,TP,16.52,2023-11-14,Normale
16892,769,141,33,2024-2025,3,Examen Final,18.42,2022-10-09,Normale
16893,769,141,33,2024-2025,3,TP,6.14,2025-07-21,Normale
16896,769,136,48,2023-2024,2,TP,10.09,2025-06-23,Normale
16897,769,137,22,2024-2025,2,TP,12.1,2022-03-02,Normale
7958,390,69,2,2023-2024,-4,TP,18.69,2025-04-26,Normale
16900,390,69,2,2023-2024,4,Examen Final,10.8,2022-05-28,Normale
16902,390,73,46,2023-2024,4,CC,18.6,2023-02-02,Normale
17430,390,73,46,2023-2024,4,Examen Final,6.03,2024-05-26,Rattrapage
16704,390,54,24,2024-2025,1,CC,10.49,2024-08-30,Normale
16907,390,54,24,2024-2025,1,TP,7.17,2025-02-06,Rattrapage
16908,390,60,44,2024-2025,2,TP,4.13,2022-12-04,Rattrapage
15214,390,62,23,2022-2023,2,Examen Final,15.7,2023-05-20,Normale
16912,390,62,23,2022-2023,2,TP,5.05,2024-05-06,Rattrapage
6939,390,59,11,2024-2025,2,Examen Final,17.02,2025-03-24,Normale
12738,390,55,46,2024-2025,1,CC,15.35,2023-03-06,Normale
13170,390,55,46,2024-2025,-1,TP,12.98,2022-08-29,Normale
16919,390,67,54,2023-2024,3,CC,14.69,2022-12-12,Normale
16920,390,67,54,2023-2024,-3,Examen Final,8.56,2023-07-15,Rattrapage
1755,390,68,8,2022-2023,3,Examen Final,13.08,2023-01-20,Normale
35,390,70,31,2022-2023,4,TP,5.73,2023-04-01,Rattrapage
16924,391,209,36,2023-2024,2,TP,12.23,2025-12-09,Normale
16927,391,201,36,2022-2023,1,CC,7.22,2024-01-02,Normale
16928,391,206,26,2022-2023,2,CC,11.07,2024-07-18,Normale
15207,391,203,16,2024-2025,1,TP,12.7,2024-01-28,Normale
2934,391,200,26,2022-2023,1,Examen Final,17.87,2024-04-17,Normale
16938,391,199,49,2024-2025,-1,CC,12.1,2022-08-08,Normale
5850,391,204,16,2024-2025,1,CC,19.4,2024-03-21,Normale
16941,391,205,26,2023-2024,2,TP,6.74,2023-04-13,Rattrapage
16942,391,205,26,2023-2024,2,CC,8.47,2023-07-16,Normale
16943,391,205,26,2023-2024,2,Examen Final,14.53,2022-06-16,Normale
16944,391,202,24,2024-2025,1,CC,14.8,2024-06-29,Normale
16949,392,117,22,2023-2024,-3,TP,19.82,2023-10-14,Normale
16950,392,117,22,2023-2024,3,Examen Final,18.65,2024-02-16,Normale
16952,392,108,32,2023-2024,2,CC,11.32,2025-05-02,Normale
16953,392,108,32,2023-2024,2,TP,13.94,2025-06-18,Normale
16955,392,112,49,2024-2025,2,TP,11.39,2025-10-01,Normale
16956,392,112,49,2024-2025,2,CC,19.63,2024-12-06,Normale
8329,392,116,21,2024-2025,3,Examen Final,15.09,2023-06-02,Normale
10443,392,109,33,2024-2025,2,TP,7.55,2022-06-27,Normale
18845,773,206,54,2023-2024,2,CC,10.07,2022-04-18,Normale
16965,773,204,18,2022-2023,1,CC,11.48,2022-09-15,Normale
16966,773,205,26,2023-2024,2,TP,15.52,2022-10-28,Normale
18940,773,205,26,2023-2024,2,CC,5.52,2023-11-05,Rattrapage
16970,773,202,24,2024-2025,1,Examen Final,4.59,2024-06-06,Rattrapage
16971,773,202,24,2024-2025,1,CC,13.2,2023-07-06,Normale
16972,773,207,24,2022-2023,2,CC,14.73,2022-07-12,Normale
16973,773,207,24,2022-2023,2,Examen Final,16.65,2024-12-21,Normale
16974,773,199,49,2024-2025,1,Examen Final,11.2,2025-02-22,Normale
6173,773,200,29,2024-2025,-19,CC,7.82,2022-03-18,Rattrapage
16980,773,209,31,2024-2025,2,CC,15.54,2025-05-17,Normale
2507,773,201,54,2023-2024,1,TP,10.05,2024-10-24,Normale
16984,393,189,10,2023-2024,1,Examen Final,15.12,2023-01-17,Normale
16987,393,191,49,2024-2025,1,Examen Final,7.17,2023-09-07,Rattrapage
16989,393,190,49,2024-2025,1,Examen Final,7.39,2023-10-08,Normale
16991,393,190,49,2024-2025,1,CC,19.65,2024-08-10,Normale
16992,393,192,38,2024-2025,1,TP,15.71,2025-04-21,Normale
16993,393,192,38,2024-2025,1,Examen Final,18.01,2024-04-04,Normale
4039,393,195,49,2024-2025,-2,Examen Final,12.56,2024-03-18,Normale
16998,393,195,49,2024-2025,2,TP,11.28,2025-08-26,Normale
9584,393,196,6,2022-2023,2,CC,5.15,2025-12-20,Normale
17003,393,197,20,2023-2024,2,Examen Final,19.18,2024-11-08,Normale
17004,393,197,20,2023-2024,2,TP,7.48,2022-02-11,Rattrapage
17005,393,188,10,2024-2025,1,CC,11.93,2025-06-30,Normale
17006,393,188,10,2024-2025,1,TP,19.31,2025-12-11,Normale
17007,393,188,10,2024-2025,1,Examen Final,12.54,2022-05-13,Normale
17008,393,193,15,2024-2025,2,CC,8.96,2022-05-05,Rattrapage
17011,394,114,37,2024-2025,3,Examen Final,14.83,2023-07-03,Normale
3230,394,114,37,2024-2025,3,CC,18.74,2025-05-13,Normale
1550,394,118,4,2024-2025,3,CC,13.46,2023-10-09,Normale
17015,394,118,4,2024-2025,3,TP,6.69,2024-05-12,Rattrapage
17585,394,116,21,2024-2025,3,TP,15.14,2023-02-04,Normale
17021,394,107,40,2024-2025,2,Examen Final,19.04,2025-10-10,Normale
17022,394,105,39,2024-2025,1,TP,17.96,2025-11-24,Normale
14403,394,112,32,2023-2024,2,Examen Final,17.5,2023-11-07,Normale
17025,394,112,32,2023-2024,2,CC,15.83,2023-01-09,Normale
17026,394,104,53,2023-2024,1,TP,13.99,2023-12-22,Normale
17031,394,109,33,2024-2025,2,TP,17.12,2024-06-25,Normale
2968,394,119,28,2024-2025,4,TP,8.83,2024-09-16,Rattrapage
17036,394,121,35,2022-2023,-4,CC,8.79,2023-05-15,Rattrapage
17037,394,121,35,2022-2023,4,Examen Final,14.44,2023-09-11,Normale
3249,395,179,42,2024-2025,1,CC,5.64,2023-08-26,Rattrapage
17040,395,181,27,2024-2025,2,Examen Final,10.8,2022-12-17,Normale
1923,395,185,27,2023-2024,2,CC,5.42,2024-07-24,Rattrapage
17046,395,180,33,2024-2025,1,CC,8.51,2022-08-08,Normale
17049,395,175,21,2024-2025,1,Examen Final,8.75,2022-04-08,Rattrapage
17051,395,182,35,2023-2024,-2,TP,8.02,2023-01-19,Rattrapage
17055,395,178,52,2024-2025,1,CC,14.11,2022-02-12,Normale
17059,777,153,48,2022-2023,1,CC,7.96,2022-08-28,Rattrapage
17728,777,161,51,2022-2023,2,CC,8.18,2024-06-01,Rattrapage
17062,777,156,38,2024-2025,1,CC,6.8,2023-07-05,Rattrapage
17063,777,159,18,2023-2024,2,Examen Final,13.78,2023-04-25,Normale
17066,777,160,20,2024-2025,2,CC,11.8,2025-01-19,Normale
4540,777,152,55,2022-2023,1,Examen Final,9.79,2025-08-19,Rattrapage
4112,777,157,20,2022-2023,-2,CC,8.8,2023-03-04,Rattrapage
5785,777,154,30,2023-2024,1,Examen Final,17.03,2025-06-02,Normale
17074,397,164,4,2022-2023,1,TP,16.38,2022-07-01,Normale
14872,397,164,4,2022-2023,1,CC,11.23,2022-10-07,Normale
17076,397,164,4,2022-2023,1,Examen Final,7.33,2025-09-03,Rattrapage
17080,397,170,48,2023-2024,2,Examen Final,7.6,2024-07-08,Rattrapage
17554,397,166,53,2022-2023,1,Examen Final,9.0,2024-02-18,Normale
17084,397,163,3,2024-2025,1,TP,12.52,2025-07-29,Normale
14700,397,169,19,2024-2025,2,CC,10.98,2022-06-24,Normale
17090,397,172,37,2022-2023,2,CC,4.58,2023-05-08,Rattrapage
17091,397,172,37,2022-2023,2,TP,15.9,2023-11-13,Normale
17092,398,118,4,2024-2025,3,Examen Final,4.99,2024-04-07,Normale
19347,398,117,22,2023-2024,3,CC,10.47,2022-10-19,Normale
17099,398,101,17,2023-2024,-1,CC,11.75,2022-11-26,Normale
17101,398,107,49,2023-2024,2,TP,7.68,2023-01-30,Normale
18013,398,122,52,2022-2023,4,TP,16.76,2024-09-01,Normale
1970,780,65,18,2023-2024,-3,CC,17.17,2025-04-12,Normale
17109,780,65,18,2023-2024,3,TP,10.84,2022-07-10,Normale
17110,780,64,18,2024-2025,3,Examen Final,14.02,2024-08-26,Normale
17111,780,64,18,2024-2025,3,CC,13.54,2024-12-19,Normale
17115,780,72,46,2024-2025,4,Examen Final,9.34,2024-10-30,Rattrapage
17116,780,67,29,2022-2023,3,TP,6.94,2023-11-17,Normale
17122,780,59,2,2022-2023,2,CC,13.58,2025-06-01,Normale
11277,780,60,44,2024-2025,2,Examen Final,12.96,2022-03-07,Normale
1828,780,60,44,2024-2025,2,TP,15.45,2022-02-05,Normale
17126,780,52,9,2024-2025,1,CC,7.28,2024-02-24,Normale
9456,780,58,8,2022-2023,-2,TP,10.46,2024-01-24,Normale
17130,780,58,8,2022-2023,2,Examen Final,8.74,2022-10-10,Rattrapage
17131,780,58,8,2022-2023,-2,CC,4.95,2023-03-22,Rattrapage
17132,780,57,44,2023-2024,2,TP,4.19,2025-02-01,Rattrapage
17135,781,78,30,2024-2025,1,Examen Final,15.38,2024-11-03,Normale
17137,781,89,43,2023-2024,3,TP,8.8,2023-12-18,Normale
17138,781,89,43,2023-2024,3,Examen Final,15.43,2025-09-01,Normale
17139,781,87,25,2022-2023,2,TP,7.81,2025-05-28,Rattrapage
17140,781,87,25,2022-2023,2,CC,18.49,2024-05-12,Normale
17142,781,79,25,2023-2024,1,TP,9.0,2024-12-20,Normale
17143,781,79,25,2023-2024,1,CC,11.86,2024-03-20,Normale
17144,781,98,55,2023-2024,4,Examen Final,16.8,2023-05-04,Normale
18928,781,97,43,2022-2023,4,CC,8.69,2022-04-23,Normale
18387,781,82,25,2022-2023,2,CC,12.01,2023-05-03,Normale
17150,781,92,15,2024-2025,3,CC,5.69,2024-06-20,Normale
17154,781,85,12,2023-2024,2,CC,5.52,2024-04-29,Normale
17155,781,85,12,2023-2024,2,Examen Final,8.48,2022-05-19,Rattrapage
10441,781,95,15,2024-2025,4,Examen Final,18.56,2025-03-28,Normale
17158,781,95,15,2024-2025,4,CC,12.68,2025-03-03,Normale
17164,399,26,55,2024-2025,1,TP,8.48,2024-03-03,Rattrapage
17166,399,37,30,2024-2025,2,Examen Final,18.96,2022-05-27,Normale
17167,399,37,30,2024-2025,2,TP,19.35,2025-03-09,Normale
14324,399,27,14,2023-2024,1,CC,19.53,2022-06-26,Normale
17171,399,35,25,2023-2024,2,TP,5.33,2025-02-06,Rattrapage
17173,399,33,5,2023-2024,2,Examen Final,16.25,2025-10-22,Normale
11116,399,33,5,2023-2024,2,CC,10.43,2025-04-04,Normale
17175,399,42,15,2023-2024,3,CC,9.13,2024-11-16,Rattrapage
97,783,136,48,2023-2024,2,CC,6.94,2022-11-25,Normale
17180,783,132,3,2024-2025,2,CC,15.46,2024-10-02,Normale
17181,783,148,18,2022-2023,4,TP,4.49,2025-08-20,Rattrapage
17135,783,131,53,2022-2023,1,Examen Final,18.46,2024-12-09,Normale
17185,783,147,13,2023-2024,4,TP,8.07,2024-06-02,Normale
17186,783,147,13,2023-2024,4,CC,13.37,2025-02-14,Normale
17187,783,143,3,2024-2025,3,CC,9.83,2022-07-25,Rattrapage
17190,783,141,22,2022-2023,3,Examen Final,11.77,2023-11-13,Normale
17191,784,188,14,2023-2024,1,Examen Final,11.96,2023-12-04,Normale
17196,784,197,6,2022-2023,2,TP,18.33,2022-11-12,Normale
17198,784,194,15,2024-2025,2,Examen Final,6.26,2024-08-18,Rattrapage
16839,784,189,10,2023-2024,1,TP,16.17,2025-01-21,Normale
17204,784,191,46,2023-2024,1,Examen Final,5.14,2024-02-29,Rattrapage
7570,784,193,46,2023-2024,2,Examen Final,13.64,2023-04-30,Normale
8363,784,193,46,2023-2024,2,CC,4.52,2024-02-22,Normale
4477,784,195,15,2022-2023,2,TP,8.89,2022-06-28,Rattrapage
17209,784,195,15,2022-2023,2,Examen Final,14.61,2025-08-11,Normale
14516,785,4,52,2024-2025,1,TP,11.19,2025-12-19,Normale
17218,785,8,32,2022-2023,2,CC,14.16,2025-07-09,Normale
17219,785,8,32,2022-2023,2,TP,13.81,2023-09-03,Normale
17221,785,3,22,2023-2024,1,Examen Final,7.01,2022-05-04,Normale
17222,785,3,22,2023-2024,1,CC,8.31,2024-04-14,Normale
17224,785,20,21,2024-2025,4,Examen Final,9.13,2022-06-28,Rattrapage
15470,785,20,21,2024-2025,4,TP,12.19,2023-11-26,Normale
17226,785,20,21,2024-2025,4,CC,16.82,2024-02-14,Normale
4917,785,9,21,2022-2023,-2,CC,16.35,2023-07-12,Normale
17229,785,15,28,2023-2024,3,TP,12.92,2025-04-26,Normale
17230,785,5,40,2023-2024,1,Examen Final,19.57,2024-10-08,Normale
5382,785,5,40,2023-2024,-1,TP,5.1,2022-01-16,Normale
15356,785,19,42,2023-2024,4,CC,13.41,2024-06-16,Normale
17237,786,146,33,2024-2025,4,Examen Final,13.57,2023-12-04,Normale
17238,786,133,33,2023-2024,2,Examen Final,11.16,2025-10-12,Normale
17239,786,135,33,2022-2023,2,TP,15.93,2025-11-01,Normale
15972,786,137,18,2022-2023,-2,TP,11.08,2023-07-14,Normale
17243,786,141,22,2022-2023,3,CC,5.02,2022-04-08,Rattrapage
9717,786,132,3,2023-2024,2,CC,18.31,2024-07-09,Normale
17247,786,126,40,2022-2023,1,CC,7.9,2025-09-04,Rattrapage
4242,786,126,40,2022-2023,1,Examen Final,8.19,2022-03-27,Normale
17249,787,206,54,2023-2024,2,CC,6.51,2023-02-21,Rattrapage
17250,787,206,54,2023-2024,2,TP,14.12,2023-10-19,Normale
17254,787,199,49,2024-2025,1,TP,7.05,2024-12-19,Normale
17255,787,199,49,2024-2025,1,CC,19.39,2023-03-30,Normale
17256,787,200,29,2024-2025,1,CC,7.11,2024-01-04,Rattrapage
15025,787,203,16,2024-2025,1,CC,14.07,2024-07-18,Normale
17261,787,209,31,2024-2025,2,CC,5.64,2022-03-01,Rattrapage
17263,787,208,49,2024-2025,2,CC,4.19,2025-11-02,Normale
17264,787,208,49,2024-2025,2,Examen Final,4.64,2024-10-08,Rattrapage
17266,787,201,36,2022-2023,1,TP,10.52,2023-07-17,Normale
17267,787,201,36,2022-2023,1,Examen Final,11.5,2025-07-29,Normale
8440,787,207,24,2022-2023,2,CC,7.44,2025-07-10,Rattrapage
17271,787,207,24,2022-2023,-2,TP,6.46,2023-07-12,Rattrapage
17273,787,202,24,2024-2025,1,TP,19.01,2022-04-28,Normale
17274,787,202,24,2024-2025,1,Examen Final,16.16,2025-11-24,Normale
17275,401,97,43,2022-2023,4,Examen Final,14.86,2023-03-18,Normale
17276,401,78,48,2022-2023,1,CC,13.95,2023-02-02,Normale
17280,401,83,30,2024-2025,2,CC,15.06,2024-09-10,Normale
17281,401,81,5,2022-2023,-1,CC,18.17,2023-03-12,Normale
17284,401,86,48,2022-2023,-2,TP,19.43,2023-10-02,Normale
17285,401,86,48,2022-2023,2,CC,4.16,2024-10-16,Rattrapage
17286,401,98,55,2023-2024,4,CC,6.3,2024-10-11,Rattrapage
13200,401,98,55,2023-2024,4,Examen Final,12.93,2025-01-02,Normale
10264,789,72,26,2023-2024,4,Examen Final,10.31,2025-09-01,Normale
17291,789,68,36,2023-2024,3,TP,14.16,2022-08-07,Normale
17295,789,54,46,2022-2023,1,TP,11.19,2022-11-19,Normale
17296,789,70,29,2023-2024,4,Examen Final,6.55,2022-10-05,Normale
819,789,70,29,2023-2024,4,CC,9.24,2024-02-08,Rattrapage
17298,789,64,18,2024-2025,3,Examen Final,10.44,2025-09-07,Normale
9885,789,59,2,2022-2023,2,TP,17.91,2024-03-16,Normale
17303,789,53,45,2023-2024,1,Examen Final,13.43,2024-07-27,Normale
1588,789,53,45,2023-2024,1,CC,12.55,2023-09-30,Normale
17307,789,55,24,2023-2024,1,Examen Final,14.63,2024-11-11,Normale
17308,789,55,24,2023-2024,1,CC,9.8,2023-09-20,Rattrapage
17542,789,69,24,2024-2025,4,TP,19.3,2023-08-01,Normale
17317,789,57,36,2022-2023,2,CC,19.75,2023-10-27,Normale
17323,790,201,54,2023-2024,1,CC,8.02,2025-06-28,Normale
17623,790,202,48,2023-2024,1,TP,9.8,2024-02-13,Normale
19047,790,202,48,2023-2024,1,CC,10.36,2023-07-31,Normale
17331,790,206,54,2023-2024,2,CC,4.52,2024-01-02,Rattrapage
11588,790,206,54,2023-2024,-2,TP,6.23,2025-11-17,Rattrapage
17334,790,200,26,2022-2023,1,Examen Final,9.67,2022-08-08,Rattrapage
18132,790,200,26,2022-2023,1,CC,7.88,2024-11-18,Normale
16254,790,208,36,2023-2024,2,CC,4.36,2024-08-17,Rattrapage
6823,790,208,36,2023-2024,2,Examen Final,8.85,2025-08-18,Normale
17338,790,207,29,2024-2025,2,CC,4.6,2025-01-11,Rattrapage
17339,790,207,29,2024-2025,2,Examen Final,7.26,2024-08-22,Normale
2471,403,171,4,2022-2023,2,TP,11.58,2022-09-29,Normale
19722,403,169,19,2024-2025,2,CC,5.22,2024-05-08,Rattrapage
17343,403,169,19,2024-2025,2,Examen Final,18.45,2025-01-04,Normale
9830,403,170,39,2024-2025,2,CC,19.78,2023-03-07,Normale
11558,403,170,39,2024-2025,2,TP,8.51,2024-05-06,Rattrapage
7663,403,167,42,2023-2024,1,TP,13.46,2024-06-22,Normale
17353,403,166,35,2023-2024,1,Examen Final,10.31,2023-12-14,Normale
17354,403,172,37,2022-2023,2,TP,17.47,2025-01-09,Normale
17357,404,105,53,2022-2023,1,TP,6.65,2022-12-29,Rattrapage
7371,404,105,53,2022-2023,1,Examen Final,9.0,2024-12-23,Rattrapage
17361,404,108,39,2024-2025,2,Examen Final,16.32,2022-07-17,Normale
10740,404,108,39,2024-2025,2,TP,17.68,2023-12-17,Normale
17363,404,102,46,2022-2023,-1,TP,6.24,2025-01-26,Rattrapage
17365,404,102,46,2022-2023,1,CC,18.32,2025-11-09,Normale
17366,404,106,40,2022-2023,1,TP,5.84,2024-08-03,Normale
17371,404,117,33,2024-2025,3,CC,5.96,2022-04-23,Normale
17372,404,123,35,2023-2024,4,TP,17.49,2024-09-06,Normale
13731,404,112,49,2024-2025,2,CC,10.24,2025-04-06,Normale
17380,404,101,1,2024-2025,1,Examen Final,4.79,2024-07-28,Normale
17381,404,101,1,2024-2025,-1,TP,13.97,2025-01-23,Normale
17384,793,187,15,2024-2025,1,CC,8.79,2025-08-11,Rattrapage
12391,793,187,15,2024-2025,-1,Examen Final,9.5,2022-10-12,Normale
19376,793,187,15,2024-2025,1,TP,12.31,2024-07-30,Normale
5455,793,194,10,2023-2024,2,CC,4.99,2022-12-02,Normale
17388,793,194,10,2023-2024,2,TP,18.38,2023-11-27,Normale
17391,793,190,49,2024-2025,-1,Examen Final,8.53,2025-07-20,Rattrapage
6874,793,190,49,2024-2025,1,TP,7.15,2024-08-13,Normale
17393,793,190,49,2024-2025,1,CC,11.4,2023-07-10,Normale
17394,793,192,12,2022-2023,1,TP,19.87,2025-01-20,Normale
17395,793,192,12,2022-2023,1,CC,14.14,2023-06-21,Normale
2227,793,193,15,2024-2025,2,Examen Final,13.05,2022-09-14,Normale
17399,793,193,15,2024-2025,2,CC,12.5,2025-05-10,Normale
17400,793,196,12,2023-2024,2,CC,6.29,2022-07-25,Normale
2376,793,189,10,2023-2024,1,Examen Final,14.15,2025-11-17,Normale
17404,793,188,15,2022-2023,1,TP,17.32,2023-12-12,Normale
218,793,197,20,2023-2024,2,Examen Final,4.09,2022-03-17,Normale
461,794,23,37,2022-2023,4,Examen Final,14.68,2022-10-19,Normale
17410,794,23,37,2022-2023,4,TP,13.51,2025-06-03,Normale
17291,794,18,21,2024-2025,3,Examen Final,16.04,2023-06-06,Normale
1182,794,18,21,2024-2025,3,TP,10.11,2022-11-27,Normale
3231,794,4,37,2022-2023,1,TP,11.97,2023-05-12,Normale
17414,794,4,37,2022-2023,1,Examen Final,18.7,2024-03-08,Normale
2058,794,1,42,2023-2024,1,TP,9.03,2024-08-23,Rattrapage
17417,794,1,42,2023-2024,1,Examen Final,4.19,2025-07-18,Normale
19510,794,15,28,2023-2024,3,TP,8.97,2022-08-19,Rattrapage
10490,794,9,21,2022-2023,2,Examen Final,5.75,2025-12-29,Rattrapage
13794,794,9,21,2022-2023,2,TP,10.82,2022-06-17,Normale
6768,794,9,21,2022-2023,2,CC,18.4,2024-10-24,Normale
17423,794,6,37,2022-2023,-1,CC,9.93,2024-01-17,Normale
17425,794,7,48,2022-2023,2,CC,14.93,2023-10-01,Normale
7439,794,7,48,2022-2023,2,Examen Final,13.7,2023-05-09,Normale
17428,794,11,48,2024-2025,2,Examen Final,12.2,2022-04-21,Normale
14894,794,12,21,2022-2023,-2,TP,19.8,2023-06-18,Normale
18127,795,123,21,2022-2023,4,Examen Final,15.19,2025-03-29,Normale
16601,795,123,21,2022-2023,4,CC,17.9,2022-05-26,Normale
3489,795,121,37,2024-2025,4,CC,14.4,2022-08-27,Normale
17436,795,121,37,2024-2025,4,Examen Final,13.68,2025-03-22,Normale
6213,795,119,28,2024-2025,4,TP,19.21,2025-09-29,Normale
17440,795,112,32,2023-2024,2,CC,14.8,2023-03-19,Normale
17441,795,112,32,2023-2024,2,TP,12.9,2025-03-04,Normale
15214,795,106,40,2022-2023,1,TP,9.65,2025-08-06,Rattrapage
17443,795,106,40,2022-2023,1,CC,18.9,2025-10-01,Normale
17445,795,102,46,2022-2023,1,TP,15.28,2022-12-05,Normale
17449,795,114,28,2023-2024,3,Examen Final,7.73,2023-01-20,Normale
